Last inventory,Operating system,RAM (MB),CPU (MHz),CPU type,CPU number,RAM_GB,CPU_Family,Cores_per_CPU,Total_Cores,Machine_Profile,Impacto_Operacional
2026-02-26 21:39:41,Microsoft Windows Server 2019 Standard,131072,3101,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [8 core(s) x86_64],2,128.0,Xeon Outro,8,16,Servidor,Baixo
2026-02-26 21:44:26,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-26 21:45:56,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 21:51:20,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,8.0,Xeon Platinum,1,4,Servidor,Médio
2026-02-26 22:04:40,Microsoft Windows Server 2019 Standard,16384,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,16.0,Xeon Gold,1,4,Servidor,Baixo
2026-02-26 22:27:35,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [2 core(s) x86_64],2,8.0,Xeon Platinum,2,4,Servidor,Médio
2026-02-26 22:36:24,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 22:40:00,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 23:09:06,Microsoft Windows Server 2019 Standard,16384,2600,INTEL(R) XEON(R) SILVER 4509Y [3 core(s) x86_64],1,16.0,Xeon Silver,3,3,Servidor,Médio
2026-02-26 23:24:37,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,8.0,Xeon Platinum,1,2,Servidor,Médio
2026-02-26 23:28:06,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 23:30:50,Microsoft Windows 11 Enterprise,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 23:51:09,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 23:59:18,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 00:00:19,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 00:35:26,Microsoft Windows Server 2019 Standard,8192,2600,INTEL(R) XEON(R) SILVER 4509Y [2 core(s) x86_64],1,8.0,Xeon Silver,2,2,Servidor,Alto
2026-02-27 00:46:38,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 00:51:44,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 00:53:46,Microsoft Windows Server 2019 Standard,8192,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,8.0,Xeon Gold,1,4,Servidor,Médio
2026-02-27 01:07:12,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 01:15:15,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-27 01:25:37,Microsoft Windows Server 2019 Standard,8192,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [5 core(s) x86_64],1,8.0,Xeon Outro,5,5,Servidor,Alto
2026-02-27 01:25:38,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 01:26:44,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,8.0,Xeon Platinum,1,4,Servidor,Médio
2026-02-27 01:43:42,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 01:48:16,Microsoft Windows Server 2019 Standard,8191,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [2 core(s) x86_64],1,7.9990234375,Xeon Outro,2,2,Servidor,Alto
2026-02-27 02:02:49,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 02:03:48,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 02:06:36,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-27 02:18:50,Microsoft Windows Server 2019 Standard,16384,3408,Intel(R) Xeon(R) E-2224 CPU @ 3.40GHz [4 core(s) x86_64],1,16.0,Xeon Outro,4,4,Servidor,Médio
2026-02-27 02:22:32,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,64.0,Core i7,14,14,Notebook,Baixo
2026-02-27 02:26:43,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 03:02:27,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 03:08:34,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 03:13:39,Microsoft Windows Server 2019 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,16.0,Xeon Platinum,1,8,Servidor,Baixo
2026-02-27 03:19:13,Microsoft Windows Server 2019 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,16.0,Xeon Platinum,1,8,Servidor,Baixo
2026-02-27 03:27:54,Ubuntu 22.04,7938,2400,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz,2,7.751953125,Xeon Platinum,1,2,Servidor,Médio
2026-02-27 03:33:59,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 03:37:16,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 03:40:36,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 03:43:43,Microsoft Windows 11 Pro,16384,3000,12th Gen Intel(R) Core(TM) i5-12500 [6 core(s) x86_64],1,16.0,Core i5,6,6,Desktop,Médio
2026-02-27 03:52:46,Microsoft Windows Server 2019 Standard,8192,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [3 core(s) x86_64],1,8.0,Xeon Outro,3,3,Servidor,Alto
2026-02-27 03:55:09,Microsoft Windows Server 2019 Standard,8192,3408,Intel(R) Xeon(R) E-2224 CPU @ 3.40GHz [4 core(s) x86_64],1,8.0,Xeon Outro,4,4,Servidor,Alto
2026-02-27 04:03:31,Microsoft Windows Server 2019 Standard,8192,2600,INTEL(R) XEON(R) SILVER 4509Y [1 core(s) x86_64],1,8.0,Xeon Silver,1,1,Servidor,Alto
2026-02-27 04:21:28,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-27 04:44:10,Microsoft Windows Server 2019 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,16.0,Xeon Platinum,1,2,Servidor,Médio
2026-02-27 04:52:32,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,8.0,Xeon Platinum,1,2,Servidor,Médio
2026-02-27 04:58:30,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 05:03:18,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-27 05:37:27,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,8.0,Xeon Platinum,1,2,Servidor,Médio
2026-02-27 05:40:06,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-27 05:57:25,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 06:04:26,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,8.0,Xeon Platinum,1,2,Servidor,Médio
2026-02-27 06:08:30,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 06:17:28,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 06:26:01,Ubuntu 22.04,5852,3100,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz,1,5.71484375,Xeon Outro,1,1,Servidor,Alto
2026-02-27 06:28:31,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 06:30:03,Ubuntu 22.04,7868,3100,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz,1,7.68359375,Xeon Outro,1,1,Servidor,Alto
2026-02-27 06:33:04,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 06:33:40,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 06:40:23,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,64.0,Core i7,14,14,Notebook,Baixo
2026-02-27 06:40:40,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 06:41:43,Microsoft Windows Server 2019 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,16.0,Xeon Platinum,1,4,Servidor,Baixo
2026-02-27 06:42:34,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 06:42:38,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 06:43:13,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 06:44:30,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 06:46:58,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 06:47:01,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 06:47:28,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 06:47:39,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 06:49:12,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 06:49:18,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 06:49:19,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 06:49:29,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 06:49:42,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 06:49:42,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 06:50:22,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 06:53:36,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 06:55:53,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 06:56:37,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 06:59:30,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:00:08,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:00:19,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:00:40,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 07:01:55,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:03:24,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:03:44,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 07:03:56,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:04:36,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:04:44,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:04:59,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 07:05:02,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 07:05:32,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:06:05,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:06:22,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 07:06:31,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 PRO 5875U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 07:06:53,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 07:07:35,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:07:49,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-27 07:08:07,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:08:46,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:08:47,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:08:59,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 07:09:20,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:09:23,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:09:26,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:10:23,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 07:11:36,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:11:50,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 07:12:01,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:12:24,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:12:29,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:14:11,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:14:55,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,64.0,Core i9,24,24,Desktop,Baixo
2026-02-27 07:14:59,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:17:07,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:17:48,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:18:16,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:18:31,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:18:35,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:18:45,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 07:18:46,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:19:05,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:19:51,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:20:01,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:20:59,Microsoft Windows 11 Pro,16384,3000,12th Gen Intel(R) Core(TM) i5-12500 [6 core(s) x86_64],1,16.0,Core i5,6,6,Desktop,Médio
2026-02-27 07:21:00,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:21:13,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 07:21:19,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:21:24,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 07:21:58,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:22:01,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:22:21,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:22:23,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 07:22:41,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-27 07:22:59,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 07:23:31,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-27 07:23:59,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
